warning: `VIRTUAL_ENV=/home/s.nanako/nanoGPT/.venv` does not match the project environment path `.venv` and will be ignored
/home/s.nanako/nanogpt/.venv/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
/home/s.nanako/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
wandb: Currently logged in as: nac-39 (nac-39-nagoya-univ-) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zvlytfeh
wandb: Tracking run with wandb version 0.22.3
wandb: Run data is saved locally in /home/s.nanako/nanogpt/wandb/run-20251110_184521-zvlytfeh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run no-ffn-gpt2_1762767916.4742754
wandb: ⭐️ View project at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2
wandb: 🚀 View run at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2/runs/zvlytfeh
Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py
import time

wandb_log = True
# wandb_project = 'owt'
# wandb_run_name='gpt2-124M'
wandb_project = "no-ffn-gpt2"
wandb_run_name = "no-ffn-gpt2" + "_" + str(time.time())
# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.58M
num decayed parameter tensors: 62, with 124,354,560 parameters
num non-decayed parameter tensors: 13, with 9,984 parameters
iter 47320: loss 2.9627, time 5098.95ms, mfu 26.34%
iter 47330: loss 3.1284, time 5095.90ms, mfu 26.35%
iter 47340: loss 3.1707, time 5101.50ms, mfu 26.35%
iter 47350: loss 3.1414, time 5099.29ms, mfu 26.36%
iter 47360: loss 3.0676, time 5102.05ms, mfu 26.36%
iter 47370: loss 3.1681, time 5096.27ms, mfu 26.37%
iter 47380: loss 3.2586, time 5098.76ms, mfu 26.37%
iter 47390: loss 3.1151, time 5102.61ms, mfu 26.37%
iter 47400: loss 3.1389, time 5109.52ms, mfu 26.37%
iter 47410: loss 3.3022, time 5102.43ms, mfu 26.37%
iter 47420: loss 3.1272, time 5101.07ms, mfu 26.38%
iter 47430: loss 3.1990, time 5093.71ms, mfu 26.38%
iter 47440: loss 3.0901, time 5096.74ms, mfu 26.39%
iter 47450: loss 3.1513, time 5099.35ms, mfu 26.39%
iter 47460: loss 3.2847, time 5097.76ms, mfu 26.39%
iter 47470: loss 3.0959, time 5095.94ms, mfu 26.39%
iter 47480: loss 3.1494, time 5115.60ms, mfu 26.39%
iter 47490: loss 3.2397, time 5100.32ms, mfu 26.39%
iter 47500: loss 3.4669, time 5102.93ms, mfu 26.39%
iter 47510: loss 2.9759, time 5096.04ms, mfu 26.39%
iter 47520: loss 3.0059, time 5101.18ms, mfu 26.39%
iter 47530: loss 3.1397, time 5102.97ms, mfu 26.39%
iter 47540: loss 3.1227, time 5099.81ms, mfu 26.39%
iter 47550: loss 3.1747, time 5102.49ms, mfu 26.39%
iter 47560: loss 3.3577, time 5082.98ms, mfu 26.40%
iter 47570: loss 3.1607, time 5070.64ms, mfu 26.42%
iter 47580: loss 3.2498, time 5073.39ms, mfu 26.43%
iter 47590: loss 3.2808, time 5082.17ms, mfu 26.44%
iter 47600: loss 3.2031, time 5077.42ms, mfu 26.44%
iter 47610: loss 3.2412, time 5078.59ms, mfu 26.45%
iter 47620: loss 3.2286, time 5086.41ms, mfu 26.45%
iter 47630: loss 3.1536, time 5077.54ms, mfu 26.46%
iter 47640: loss 3.3194, time 5086.79ms, mfu 26.46%
iter 47650: loss 3.2670, time 5086.11ms, mfu 26.46%
iter 47660: loss 3.2014, time 5078.14ms, mfu 26.47%
iter 47670: loss 3.1341, time 5103.68ms, mfu 26.46%
iter 47680: loss 3.2217, time 5105.75ms, mfu 26.45%
iter 47690: loss 3.2278, time 5101.45ms, mfu 26.44%
iter 47700: loss 3.2255, time 5106.83ms, mfu 26.44%
iter 47710: loss 2.9063, time 5109.86ms, mfu 26.43%
iter 47720: loss 3.2301, time 5109.34ms, mfu 26.42%
iter 47730: loss 3.2126, time 5101.72ms, mfu 26.42%
iter 47740: loss 3.2876, time 5110.09ms, mfu 26.41%
iter 47750: loss 3.1761, time 5098.85ms, mfu 26.41%
iter 47760: loss 3.2634, time 5107.54ms, mfu 26.41%
iter 47770: loss 3.1171, time 5106.72ms, mfu 26.40%
iter 47780: loss 3.2646, time 5109.59ms, mfu 26.40%
iter 47790: loss 3.1432, time 5107.20ms, mfu 26.39%
iter 47800: loss 3.1718, time 5104.85ms, mfu 26.39%
iter 47810: loss 3.1316, time 5096.63ms, mfu 26.40%
iter 47820: loss 3.0987, time 5105.47ms, mfu 26.39%
iter 47830: loss 3.3107, time 5096.76ms, mfu 26.40%
iter 47840: loss 2.8115, time 5104.16ms, mfu 26.39%
iter 47850: loss 3.2055, time 5106.28ms, mfu 26.39%
iter 47860: loss 3.2623, time 5104.68ms, mfu 26.39%
iter 47870: loss 3.4014, time 5114.51ms, mfu 26.38%
iter 47880: loss 2.8766, time 5113.87ms, mfu 26.38%
iter 47890: loss 3.0889, time 5102.75ms, mfu 26.38%
iter 47900: loss 3.2265, time 5104.93ms, mfu 26.38%
iter 47910: loss 3.2005, time 5102.31ms, mfu 26.38%
iter 47920: loss 3.0318, time 5113.07ms, mfu 26.38%
iter 47930: loss 3.0538, time 5114.29ms, mfu 26.37%
iter 47940: loss 3.1508, time 5098.98ms, mfu 26.37%
iter 47950: loss 3.1879, time 5101.23ms, mfu 26.38%
iter 47960: loss 3.2045, time 5103.36ms, mfu 26.38%
iter 47970: loss 3.2612, time 5104.95ms, mfu 26.38%
iter 47980: loss 3.2931, time 5113.92ms, mfu 26.37%
iter 47990: loss 3.1310, time 5112.43ms, mfu 26.37%
step 48000: train loss 3.1867, val loss 3.1887
saving checkpoint to out
iter 48000: loss 3.1824, time 30857.47ms, mfu 24.17%
iter 48010: loss 3.0781, time 5105.92ms, mfu 24.39%
iter 48020: loss 3.1611, time 5110.03ms, mfu 24.59%
iter 48030: loss 3.0055, time 5099.06ms, mfu 24.77%
iter 48040: loss 3.2692, time 5112.14ms, mfu 24.92%
iter 48050: loss 3.3249, time 5122.69ms, mfu 25.06%
iter 48060: loss 3.2516, time 5100.47ms, mfu 25.19%
iter 48070: loss 3.0379, time 5097.61ms, mfu 25.32%
iter 48080: loss 3.2491, time 5097.34ms, mfu 25.43%
iter 48090: loss 3.0650, time 5107.62ms, mfu 25.52%
iter 48100: loss 3.2620, time 5115.10ms, mfu 25.60%
iter 48110: loss 3.0239, time 5108.87ms, mfu 25.68%
iter 48120: loss 3.1437, time 5113.69ms, mfu 25.74%
iter 48130: loss 3.1722, time 5102.59ms, mfu 25.81%
iter 48140: loss 3.0640, time 5100.37ms, mfu 25.87%
iter 48150: loss 3.1691, time 5101.52ms, mfu 25.92%
iter 48160: loss 3.1736, time 5104.32ms, mfu 25.96%
iter 48170: loss 3.1923, time 5107.70ms, mfu 26.00%
iter 48180: loss 3.1812, time 5105.62ms, mfu 26.04%
iter 48190: loss 3.3881, time 5113.31ms, mfu 26.07%
iter 48200: loss 3.0832, time 5102.72ms, mfu 26.10%
iter 48210: loss 3.0799, time 5120.70ms, mfu 26.12%
iter 48220: loss 3.2740, time 5100.58ms, mfu 26.15%
iter 48230: loss 2.8791, time 5100.81ms, mfu 26.17%
iter 48240: loss 3.1557, time 5113.25ms, mfu 26.19%
iter 48250: loss 3.2870, time 5115.72ms, mfu 26.20%
iter 48260: loss 3.1781, time 5110.21ms, mfu 26.22%
iter 48270: loss 3.2421, time 5111.84ms, mfu 26.23%
iter 48280: loss 3.2473, time 5103.83ms, mfu 26.25%
iter 48290: loss 3.0230, time 5112.85ms, mfu 26.25%
iter 48300: loss 3.0275, time 5109.66ms, mfu 26.26%
iter 48310: loss 3.2030, time 5114.79ms, mfu 26.27%
iter 48320: loss 3.1159, time 5113.17ms, mfu 26.28%
iter 48330: loss 3.2311, time 5113.07ms, mfu 26.28%
iter 48340: loss 2.9685, time 5116.22ms, mfu 26.29%
iter 48350: loss 3.2219, time 5109.79ms, mfu 26.29%
iter 48360: loss 2.9909, time 5107.91ms, mfu 26.30%
iter 48370: loss 3.2247, time 5120.81ms, mfu 26.30%
iter 48380: loss 3.0752, time 5122.15ms, mfu 26.30%
iter 48390: loss 3.2432, time 5111.14ms, mfu 26.30%
iter 48400: loss 3.1267, time 5110.65ms, mfu 26.31%
iter 48410: loss 3.4973, time 5118.95ms, mfu 26.31%
iter 48420: loss 3.1230, time 5119.48ms, mfu 26.31%
iter 48430: loss 3.0890, time 5112.18ms, mfu 26.31%
iter 48440: loss 3.2438, time 5118.45ms, mfu 26.31%
iter 48450: loss 2.8031, time 5118.20ms, mfu 26.31%
iter 48460: loss 3.1248, time 5135.24ms, mfu 26.30%
iter 48470: loss 3.2199, time 5135.42ms, mfu 26.29%
iter 48480: loss 3.1422, time 5131.80ms, mfu 26.29%
iter 48490: loss 3.3261, time 5101.13ms, mfu 26.30%
iter 48500: loss 3.1919, time 5096.03ms, mfu 26.31%
iter 48510: loss 3.3288, time 5093.87ms, mfu 26.32%
iter 48520: loss 3.0168, time 5104.33ms, mfu 26.33%
iter 48530: loss 3.0951, time 5112.22ms, mfu 26.33%
iter 48540: loss 3.2600, time 5120.26ms, mfu 26.33%
iter 48550: loss 3.1712, time 5121.66ms, mfu 26.32%
iter 48560: loss 3.2448, time 5141.46ms, mfu 26.31%
iter 48570: loss 3.2439, time 5142.46ms, mfu 26.30%
iter 48580: loss 3.1202, time 5150.09ms, mfu 26.28%
iter 48590: loss 3.0038, time 5158.48ms, mfu 26.26%
iter 48600: loss 3.2282, time 5137.09ms, mfu 26.26%
iter 48610: loss 3.2051, time 5116.08ms, mfu 26.26%
iter 48620: loss 3.1489, time 5112.54ms, mfu 26.27%
iter 48630: loss 3.0076, time 5117.80ms, mfu 26.28%
iter 48640: loss 3.2733, time 5116.67ms, mfu 26.28%
iter 48650: loss 3.0670, time 5122.68ms, mfu 26.28%
iter 48660: loss 3.1199, time 5130.91ms, mfu 26.28%
iter 48670: loss 3.1554, time 5137.78ms, mfu 26.27%
iter 48680: loss 3.1844, time 5129.39ms, mfu 26.27%
iter 48690: loss 3.1578, time 5113.72ms, mfu 26.27%
iter 48700: loss 3.2448, time 5100.01ms, mfu 26.29%
iter 48710: loss 3.0110, time 5092.85ms, mfu 26.30%
iter 48720: loss 3.1679, time 5097.36ms, mfu 26.31%
iter 48730: loss 3.1829, time 5107.79ms, mfu 26.32%
iter 48740: loss 2.8683, time 5125.47ms, mfu 26.31%
iter 48750: loss 2.9766, time 5131.22ms, mfu 26.31%
iter 48760: loss 3.2726, time 5121.77ms, mfu 26.30%
iter 48770: loss 2.8842, time 5133.15ms, mfu 26.30%
iter 48780: loss 3.2329, time 5146.95ms, mfu 26.28%
iter 48790: loss 3.2483, time 5128.65ms, mfu 26.28%
iter 48800: loss 3.2498, time 5101.21ms, mfu 26.29%
iter 48810: loss 3.2011, time 5101.05ms, mfu 26.30%
iter 48820: loss 3.1393, time 5103.61ms, mfu 26.31%
iter 48830: loss 3.0132, time 5101.30ms, mfu 26.32%
iter 48840: loss 3.1569, time 5116.28ms, mfu 26.32%
iter 48850: loss 3.2530, time 5134.38ms, mfu 26.31%
iter 48860: loss 3.2493, time 5130.33ms, mfu 26.30%
iter 48870: loss 3.0852, time 5133.26ms, mfu 26.30%
iter 48880: loss 3.2549, time 5149.52ms, mfu 26.28%
iter 48890: loss 3.1941, time 5125.78ms, mfu 26.28%
iter 48900: loss 3.2239, time 5118.43ms, mfu 26.28%
iter 48910: loss 3.1895, time 5109.83ms, mfu 26.29%
iter 48920: loss 3.2196, time 5119.32ms, mfu 26.29%
iter 48930: loss 3.1532, time 5132.23ms, mfu 26.29%
iter 48940: loss 3.2007, time 5124.48ms, mfu 26.28%
iter 48950: loss 3.2976, time 5129.01ms, mfu 26.28%
iter 48960: loss 3.2244, time 5141.63ms, mfu 26.27%
iter 48970: loss 3.1893, time 5125.78ms, mfu 26.27%
iter 48980: loss 3.2459, time 5113.44ms, mfu 26.28%
iter 48990: loss 3.1203, time 5120.37ms, mfu 26.28%
step 49000: train loss 3.1813, val loss 3.2053
saving checkpoint to out
iter 49000: loss 3.1476, time 30841.45ms, mfu 24.09%
iter 49010: loss 3.1246, time 5120.40ms, mfu 24.31%
iter 49020: loss 3.1393, time 5129.55ms, mfu 24.50%
iter 49030: loss 3.3378, time 5123.87ms, mfu 24.68%
iter 49040: loss 2.9635, time 5134.26ms, mfu 24.84%
iter 49050: loss 3.0366, time 5143.71ms, mfu 24.97%
iter 49060: loss 3.1635, time 5136.85ms, mfu 25.09%
iter 49070: loss 3.0073, time 5149.13ms, mfu 25.20%
iter 49080: loss 3.3045, time 5130.63ms, mfu 25.30%
iter 49090: loss 3.0282, time 5123.60ms, mfu 25.40%
iter 49100: loss 3.2295, time 5098.72ms, mfu 25.50%
iter 49110: loss 3.0530, time 5108.01ms, mfu 25.59%
iter 49120: loss 3.2641, time 5106.68ms, mfu 25.67%
iter 49130: loss 3.1337, time 5116.18ms, mfu 25.73%
iter 49140: loss 3.1774, time 5119.92ms, mfu 25.79%
iter 49150: loss 3.3774, time 5125.50ms, mfu 25.84%
iter 49160: loss 3.1397, time 5131.79ms, mfu 25.88%
iter 49170: loss 3.1075, time 5131.45ms, mfu 25.91%
iter 49180: loss 3.3361, time 5136.43ms, mfu 25.94%
iter 49190: loss 3.1588, time 5129.83ms, mfu 25.97%
iter 49200: loss 3.2126, time 5121.27ms, mfu 26.01%
iter 49210: loss 3.1701, time 5111.49ms, mfu 26.04%
iter 49220: loss 3.2590, time 5111.85ms, mfu 26.07%
iter 49230: loss 3.1242, time 5101.44ms, mfu 26.10%
iter 49240: loss 2.9335, time 5106.53ms, mfu 26.13%
iter 49250: loss 3.1848, time 5113.64ms, mfu 26.15%
iter 49260: loss 3.2124, time 5128.59ms, mfu 26.16%
iter 49270: loss 3.3042, time 5126.02ms, mfu 26.17%
iter 49280: loss 3.0906, time 5133.02ms, mfu 26.18%
iter 49290: loss 3.0960, time 5136.59ms, mfu 26.18%
iter 49300: loss 3.1173, time 5116.91ms, mfu 26.19%
iter 49310: loss 3.2325, time 5100.18ms, mfu 26.21%
iter 49320: loss 3.1528, time 5105.71ms, mfu 26.23%
iter 49330: loss 3.2583, time 5078.09ms, mfu 26.26%
iter 49340: loss 3.2635, time 5093.54ms, mfu 26.28%
iter 49350: loss 3.1264, time 5100.26ms, mfu 26.29%
iter 49360: loss 3.0837, time 5106.03ms, mfu 26.30%
iter 49370: loss 3.3354, time 5119.83ms, mfu 26.30%
iter 49380: loss 3.2162, time 5120.25ms, mfu 26.30%
iter 49390: loss 3.1175, time 5120.07ms, mfu 26.30%
iter 49400: loss 3.4294, time 5125.69ms, mfu 26.29%
iter 49410: loss 3.2477, time 5132.76ms, mfu 26.29%
iter 49420: loss 3.1466, time 5125.69ms, mfu 26.29%
iter 49430: loss 3.0355, time 5138.45ms, mfu 26.28%
iter 49440: loss 3.1822, time 5131.94ms, mfu 26.27%
iter 49450: loss 3.2021, time 5128.87ms, mfu 26.27%
iter 49460: loss 3.1380, time 5130.96ms, mfu 26.27%
iter 49470: loss 2.9871, time 5153.53ms, mfu 26.26%
iter 49480: loss 3.0793, time 5144.10ms, mfu 26.25%
iter 49490: loss 3.0835, time 5126.66ms, mfu 26.25%
iter 49500: loss 3.1141, time 5112.65ms, mfu 26.26%
iter 49510: loss 3.0645, time 5113.05ms, mfu 26.27%
iter 49520: loss 3.1577, time 5119.22ms, mfu 26.27%
iter 49530: loss 3.3217, time 5135.86ms, mfu 26.26%
iter 49540: loss 3.2497, time 5127.03ms, mfu 26.26%
iter 49550: loss 3.2851, time 5130.93ms, mfu 26.26%
iter 49560: loss 3.1958, time 5138.72ms, mfu 26.26%
iter 49570: loss 3.3073, time 5136.14ms, mfu 26.25%
iter 49580: loss 3.1757, time 5142.28ms, mfu 26.25%
iter 49590: loss 3.3305, time 5119.92ms, mfu 26.25%
iter 49600: loss 3.3867, time 5105.06ms, mfu 26.26%
iter 49610: loss 3.0812, time 5102.22ms, mfu 26.28%
iter 49620: loss 3.3233, time 5108.92ms, mfu 26.28%
iter 49630: loss 3.2088, time 5104.30ms, mfu 26.29%
iter 49640: loss 3.2668, time 5123.74ms, mfu 26.29%
iter 49650: loss 3.0778, time 5138.04ms, mfu 26.28%
iter 49660: loss 3.2697, time 5137.90ms, mfu 26.28%
iter 49670: loss 3.3630, time 5136.01ms, mfu 26.27%
iter 49680: loss 3.0246, time 5135.41ms, mfu 26.27%
iter 49690: loss 3.2460, time 5141.06ms, mfu 26.26%
iter 49700: loss 3.2436, time 5134.39ms, mfu 26.25%
iter 49710: loss 3.2425, time 5099.95ms, mfu 26.27%
iter 49720: loss 3.2772, time 5108.14ms, mfu 26.28%
iter 49730: loss 3.0811, time 5104.73ms, mfu 26.29%
iter 49740: loss 2.9426, time 5095.60ms, mfu 26.30%
iter 49750: loss 3.3234, time 5120.57ms, mfu 26.30%
iter 49760: loss 3.1430, time 5109.16ms, mfu 26.31%
iter 49770: loss 3.2323, time 5119.42ms, mfu 26.31%
iter 49780: loss 2.9620, time 5114.57ms, mfu 26.31%
iter 49790: loss 3.2504, time 5112.63ms, mfu 26.31%
iter 49800: loss 3.3165, time 5122.88ms, mfu 26.31%
iter 49810: loss 3.1229, time 5131.90ms, mfu 26.30%
iter 49820: loss 3.0527, time 5128.39ms, mfu 26.30%
iter 49830: loss 3.1149, time 5138.64ms, mfu 26.29%
iter 49840: loss 2.8963, time 5120.03ms, mfu 26.29%
iter 49850: loss 3.3638, time 5107.45ms, mfu 26.30%
iter 49860: loss 3.1715, time 5102.28ms, mfu 26.31%
iter 49870: loss 3.2950, time 5092.31ms, mfu 26.32%
iter 49880: loss 3.1459, time 5092.34ms, mfu 26.33%
iter 49890: loss 3.2331, time 5099.37ms, mfu 26.34%
iter 49900: loss 3.2493, time 5101.80ms, mfu 26.34%
iter 49910: loss 3.2292, time 5123.60ms, mfu 26.34%
iter 49920: loss 3.1039, time 5133.59ms, mfu 26.33%
iter 49930: loss 3.1068, time 5121.82ms, mfu 26.32%
iter 49940: loss 3.2248, time 5136.56ms, mfu 26.31%
iter 49950: loss 3.2464, time 5135.09ms, mfu 26.30%
iter 49960: loss 3.0981, time 5134.63ms, mfu 26.30%
iter 49970: loss 3.3127, time 5135.80ms, mfu 26.29%
iter 49980: loss 3.2721, time 5135.21ms, mfu 26.28%
iter 49990: loss 3.0955, time 5134.49ms, mfu 26.28%
step 50000: train loss 3.1711, val loss 3.1863
saving checkpoint to out
iter 50000: loss 3.1670, time 31146.40ms, mfu 24.08%
iter 50010: loss 3.2415, time 5136.02ms, mfu 24.29%
iter 50020: loss 3.2092, time 5131.13ms, mfu 24.49%
iter 50030: loss 3.1890, time 5140.55ms, mfu 24.66%
iter 50040: loss 3.1747, time 5106.26ms, mfu 24.83%
iter 50050: loss 3.1295, time 5112.09ms, mfu 24.98%
iter 50060: loss 3.1338, time 5121.22ms, mfu 25.11%
iter 50070: loss 3.3653, time 5123.93ms, mfu 25.23%
iter 50080: loss 3.1290, time 5125.75ms, mfu 25.33%
iter 50090: loss 3.2171, time 5140.30ms, mfu 25.42%
iter 50100: loss 3.2220, time 5138.01ms, mfu 25.50%
iter 50110: loss 3.1644, time 5144.46ms, mfu 25.57%
iter 50120: loss 3.2582, time 5137.30ms, mfu 25.63%
iter 50130: loss 3.2147, time 5129.62ms, mfu 25.69%
iter 50140: loss 3.1787, time 5117.53ms, mfu 25.75%
iter 50150: loss 3.4008, time 5129.08ms, mfu 25.80%
iter 50160: loss 3.2676, time 5116.02ms, mfu 25.86%
iter 50170: loss 3.1534, time 5103.20ms, mfu 25.91%
iter 50180: loss 2.9952, time 5085.26ms, mfu 25.97%
iter 50190: loss 3.1032, time 5071.59ms, mfu 26.02%
iter 50200: loss 3.1501, time 5076.82ms, mfu 26.07%
iter 50210: loss 3.0468, time 5099.73ms, mfu 26.11%
iter 50220: loss 3.2236, time 5102.32ms, mfu 26.14%
iter 50230: loss 2.9021, time 5105.70ms, mfu 26.16%
iter 50240: loss 3.1796, time 5114.83ms, mfu 26.18%
iter 50250: loss 2.9912, time 5126.92ms, mfu 26.18%
iter 50260: loss 3.2247, time 5122.80ms, mfu 26.19%
iter 50270: loss 3.1290, time 5132.12ms, mfu 26.20%
iter 50280: loss 3.0818, time 5127.00ms, mfu 26.20%
iter 50290: loss 3.0607, time 5132.15ms, mfu 26.21%
iter 50300: loss 3.1034, time 5132.39ms, mfu 26.21%
iter 50310: loss 3.2420, time 5129.82ms, mfu 26.21%
iter 50320: loss 3.0826, time 5128.82ms, mfu 26.22%
iter 50330: loss 3.0592, time 5121.84ms, mfu 26.23%
iter 50340: loss 2.9318, time 5140.62ms, mfu 26.22%
iter 50350: loss 3.1722, time 5150.40ms, mfu 26.21%
iter 50360: loss 3.4026, time 5158.72ms, mfu 26.20%
iter 50370: loss 3.2312, time 5158.58ms, mfu 26.19%
iter 50380: loss 3.3345, time 5138.53ms, mfu 26.19%
iter 50390: loss 3.3029, time 5138.65ms, mfu 26.20%
iter 50400: loss 3.2102, time 5146.54ms, mfu 26.19%
iter 50410: loss 3.2629, time 5143.29ms, mfu 26.19%
iter 50420: loss 3.4278, time 5136.07ms, mfu 26.19%
iter 50430: loss 3.1372, time 5147.44ms, mfu 26.19%
iter 50440: loss 3.2555, time 5108.07ms, mfu 26.21%
iter 50450: loss 3.3161, time 5100.42ms, mfu 26.23%
iter 50460: loss 3.1204, time 5114.52ms, mfu 26.24%
iter 50470: loss 3.2593, time 5126.21ms, mfu 26.24%
iter 50480: loss 3.2655, time 5122.04ms, mfu 26.24%
iter 50490: loss 3.3716, time 5131.57ms, mfu 26.24%
iter 50500: loss 3.1884, time 5122.61ms, mfu 26.25%
iter 50510: loss 3.3543, time 5138.06ms, mfu 26.24%
iter 50520: loss 3.0572, time 5137.22ms, mfu 26.24%
iter 50530: loss 3.3064, time 5124.12ms, mfu 26.24%
iter 50540: loss 3.1422, time 5138.72ms, mfu 26.24%
iter 50550: loss 3.0068, time 5130.08ms, mfu 26.24%
iter 50560: loss 3.0734, time 5140.84ms, mfu 26.24%
iter 50570: loss 3.1357, time 5108.00ms, mfu 26.25%
iter 50580: loss 3.1921, time 5120.37ms, mfu 26.25%
iter 50590: loss 3.2002, time 5125.96ms, mfu 26.25%
iter 50600: loss 3.1571, time 5127.39ms, mfu 26.26%
iter 50610: loss 3.1384, time 5137.10ms, mfu 26.25%
iter 50620: loss 3.0453, time 5136.50ms, mfu 26.25%
iter 50630: loss 3.1798, time 5160.68ms, mfu 26.23%
iter 50640: loss 3.2177, time 5151.11ms, mfu 26.22%
iter 50650: loss 2.9488, time 5150.92ms, mfu 26.21%
iter 50660: loss 3.1875, time 5140.47ms, mfu 26.21%
iter 50670: loss 3.3264, time 5135.90ms, mfu 26.21%
iter 50680: loss 3.0738, time 5127.99ms, mfu 26.22%
iter 50690: loss 3.2731, time 5129.40ms, mfu 26.22%
iter 50700: loss 3.3266, time 5137.11ms, mfu 26.22%
iter 50710: loss 3.2338, time 5133.52ms, mfu 26.22%
iter 50720: loss 3.1634, time 5131.87ms, mfu 26.22%
iter 50730: loss 3.0409, time 5117.74ms, mfu 26.23%
iter 50740: loss 3.4989, time 5127.78ms, mfu 26.23%
iter 50750: loss 3.2250, time 5123.98ms, mfu 26.24%
iter 50760: loss 3.1697, time 5110.85ms, mfu 26.25%
iter 50770: loss 3.3513, time 5132.23ms, mfu 26.25%
iter 50780: loss 2.9418, time 5134.19ms, mfu 26.25%
iter 50790: loss 3.2140, time 5134.45ms, mfu 26.24%
iter 50800: loss 3.1303, time 5134.01ms, mfu 26.24%
iter 50810: loss 3.0387, time 5126.99ms, mfu 26.24%
iter 50820: loss 3.1660, time 5128.77ms, mfu 26.25%
iter 50830: loss 3.2489, time 5133.05ms, mfu 26.24%
iter 50840: loss 3.2125, time 5132.16ms, mfu 26.24%
iter 50850: loss 2.9771, time 5138.21ms, mfu 26.24%
iter 50860: loss 3.2175, time 5134.72ms, mfu 26.24%
iter 50870: loss 2.9697, time 5133.69ms, mfu 26.24%
iter 50880: loss 3.4474, time 5118.93ms, mfu 26.24%
iter 50890: loss 3.0337, time 5121.53ms, mfu 26.25%
iter 50900: loss 3.3302, time 5118.65ms, mfu 26.25%
iter 50910: loss 3.3695, time 5132.06ms, mfu 26.25%
iter 50920: loss 3.1045, time 5129.75ms, mfu 26.25%
iter 50930: loss 3.2495, time 5124.40ms, mfu 26.25%
iter 50940: loss 3.0465, time 5133.53ms, mfu 26.25%
iter 50950: loss 3.2433, time 5124.90ms, mfu 26.25%
iter 50960: loss 2.9262, time 5123.30ms, mfu 26.26%
iter 50970: loss 3.3181, time 5123.01ms, mfu 26.26%
iter 50980: loss 3.3614, time 5127.33ms, mfu 26.26%
iter 50990: loss 3.1059, time 5138.14ms, mfu 26.25%
step 51000: train loss 3.1878, val loss 3.1815
saving checkpoint to out
iter 51000: loss 3.3284, time 31064.58ms, mfu 24.06%
iter 51010: loss 3.2916, time 5121.88ms, mfu 24.29%
iter 51020: loss 3.0058, time 5105.70ms, mfu 24.49%
iter 51030: loss 3.2302, time 5111.13ms, mfu 24.68%
iter 51040: loss 3.3123, time 5117.46ms, mfu 24.84%
iter 51050: loss 3.0922, time 5126.50ms, mfu 24.98%
iter 51060: loss 2.8516, time 5128.55ms, mfu 25.11%
iter 51070: loss 3.0868, time 5126.65ms, mfu 25.23%
iter 51080: loss 3.2514, time 5147.97ms, mfu 25.32%
iter 51090: loss 3.1759, time 5149.92ms, mfu 25.40%
iter 51100: loss 3.1202, time 5145.44ms, mfu 25.48%
iter 51110: loss 3.0767, time 5175.37ms, mfu 25.53%
iter 51120: loss 3.4437, time 5155.74ms, mfu 25.59%
iter 51130: loss 3.3641, time 5136.26ms, mfu 25.65%
iter 51140: loss 3.1917, time 5136.27ms, mfu 25.71%
iter 51150: loss 3.0710, time 5112.64ms, mfu 25.77%
iter 51160: loss 3.0639, time 5121.99ms, mfu 25.82%
iter 51170: loss 3.3496, time 5099.51ms, mfu 25.88%
iter 51180: loss 3.1119, time 5064.65ms, mfu 25.95%
iter 51190: loss 3.2490, time 5030.01ms, mfu 26.03%
iter 51200: loss 2.9502, time 5026.07ms, mfu 26.11%
iter 51210: loss 3.0626, time 5033.92ms, mfu 26.17%
iter 51220: loss 3.0600, time 5022.39ms, mfu 26.24%
iter 51230: loss 3.1248, time 5026.11ms, mfu 26.29%
